,ds_name,_id,confidence,orig_text,pred_text,font_color,all_mean_edge_colors
0,fb,28461,18.28923,red bull gives you wings vodka gives you 4x4,hel (dol chves vou wings a vodka gives you ay,white,128.58998639163772
1,fb,64905,96.027634,when you get to choose your own mental illness,cone $9 oe ke) o® of oe sps oe ls xx on nan vou og it) choose your own menta,white,196.7008721275201
2,fb,58947,0.0,dumb and happy,/ dumb ,white,56.93959211932762
3,fb,14590,89.958191,fifty shades of goat an isis love story,fifty shades of goat an ses love stor,white,80.4314699442593
4,fb,75260,64.574295,pot holes what a great way to wake you up,pot holes what q great way to wake you u,white,129.28377624549336
5,fb,92013,95.35408,"""heeeadddd shoulders wheel and frame wheel and frame""",“heeeadddd shoulders ie and frame wheel rated fram,white,82.05316303573669
6,fb,59402,40.448273,how much did the holla cost,how much at it holla lie,white,40.71523550311807
7,fb,35869,0.0,smoochies from donald on your birthday!!!,smoochies from donald tg hirthaday!t,white,46.34586179871244
8,fb,42871,13.886612,immigrant problem problem fixed,immigrant problem problent tixe,white,133.769779756797
9,fb,14297,96.527802,president trump has suggested random drug tests be performed on members of congress,president trump tees suiggested raniom drug tests he performed on members fill congres,white,75.25753423417086
10,fb,27304,89.797852,what a cute little baby bacon,what 7.0 cute little haby haco,white,30.312320547771634
11,fb,97543,58.793144,this is what whoring pray yourself out to a bitches. religion you've never followed looks like,tes is what whoritig ttt tou it) fb] way bitches. religion you've never followed looks wit,white,105.03736690891775
12,fb,27860,62.385254,breastfeed a 42 year old expelled from kfc for breastfeeding her 42-year-old son shit white people do,neastreata vy voar ala] exellent from kie for hreastieedingy ifvg 42-year-olll son shit mig people rift,white,190.15030059157806
13,fb,68713,95.585434,dad?!? the dishwasher and the sandwichmaker are on the fritz again,dadata in ‘dishwasher: antl tte sandwichmaker are the fritz agai,white,169.09111943167153
14,fb,17528,94.374397,blame other countries for having no culture rape women everyday,blame other countries for having no culture rape women everyda,white,13.652232598567178
15,fb,51498,30.316673,"how to trigger liberals in 3, 2, 1 #whiteprideworldwide",how iii) trigger liberals til 32.1 ,white,125.78651468944237
16,fb,49038,96.194595,bitches be like.. he got money though,mcr be like.. he got money thoug,white,61.512614921191876
17,fb,13859,95.580208,the fuck did you just say?,the ith ttl you just say,white,67.14087145228943
18,fb,93215,67.604324,paper is white and paper beats rock,paber fis wate) antl wane eats roe,black,254.76795580110496
19,fb,20814,96.767288,but i'm happy in my little home the world changes around me,but im hanpny in my its home tits world changes: around m,white,59.11232809658469
20,fb,42931,50.405342,when you'res high as fuck and hear a loud sound the fuck was that,when houtes iitich as fnek syndl rear g lond som ihe fer was tha,black,254.76437282229966
21,fb,31857,0.0,this is nahir born in germany. nahir is german. this is fluffy born in america. fluffy is american,utes is nahir horn in germany. nahir is german. this is fluify born in anierica flutty is america,white,75.46889310310235
22,fb,37091,91.034325,my sandwich-maker is very slow today,my sandwich-maker i ts very slow toda,white,85.23713205554098
23,fb,05476,93.388985,greetings white person time to die,lga white person. time to tli,white,151.01055546474313
24,fb,85472,95.135338,once we are done destroying our country we'll move to yours!,once we are lone tlestroying our country well move ft) yours,white,128.69994690753654
25,fb,64820,96.786026,strike fear in the hearts of the infide.. shut! up!,strike fear in the hearts of the infitle.. shut! up,white,117.45706473669937
26,fb,37601,95.790749,my favorite sex position is the challenger i go hard for 73 seconds then prematurley blow,favorite sex position is the challenger go for 73-seconds then prematurley blo,white,49.49958622110727
27,fb,94150,50.347424,america be like never forget get over it,mmerica ne ihe never get over i,white,176.00956495714982
28,fb,10639,11.099541,now i'm gonna use two fingers,u now fin gonna se two) {fier,black,230.10730198795997
29,fb,09468,96.381073,prospective without white '' '',prospective without whit,white,112.18273384261693
30,fb,07539,91.075722,redneck word of the day: twerk imma have a few beers before i get back twerk,retlneck worl ofthe day: {werk lave 4.0 few ‘teers hefore| hack twer,white,56.72820538272483
31,fb,76021,90.984177,hey kids for a good time dial #666-hot dawg,hey kids for a good it dial #b666i0t daw,white,91.1835989289188
32,fb,63720,0.0,i dont like sandwiches . oh well nevermind ..,hont thites ‘saritlwichesm on iweilnevek,white,162.95482465280762
33,fb,87436,0.0,and that was the last nativity play my son was invited to take part in,=zuinal that vw the es =atiwity pplaay miv wv i witead irat,white,89.51447761112307
34,fb,10278,57.708961,of duty call new zealand,call duty wi tan zealan,white,33.80053577964971
35,fb,96083,90.948578,we give your holy flag praise our lord and enslaver,we give your holy flag lraise our tia pt enslave,white,63.26202025946725
36,fb,08569,63.407551,weekend friendship brunch date,weekent ches brunch ua,white,143.0903376199137
37,fb,92835,74.571136,my mom says if i get 1m likes they'll pull the plug,ny onn says i gat hl likes they'll pull the plu,white,173.40896259983467
38,fb,25079,78.819275,le 40% suicide rate has arrived,le ad) attain rate bes arrive,white,0.0
39,fb,14650,0.0,when someone asks to be my friend,wien somg0hg ashy to ia my fkien,white,196.78993673955262
40,fb,14573,0.0,japanese fashion trends,japanese fashion hit,white,60.87576687465272
41,fb,46837,96.660904,leftist logic: it's bad for russia to interfere in our elections.. ...but it's ok for illegal immigrants to vote,leftist logic: it’ s had fig at td tita in our elections.. hut it’ ss ok for illegal immigrants to vot,white,88.38520091799178
42,fb,48639,48.002911,disney and chill ?,disiey antl eyit a,white,197.49105669728885
43,fb,80241,0.0,"we are no longer a christian nation whatever we once were ""the future must not belong to those who slander the prophet of islam "" """,we are 0.0 loney p enistm maton wtae nm one? were tlie) une mm im nelona) ih hine rin) gani ie mou nl isl,black,236.25271690367606
44,fb,45317,96.384613,i'm trying to decide if i should start some shit today or not,im trying to decide if j si sela some shit today or not,white,53.01268655840376
45,fb,06315,54.983383,solution to mexicans paying for the wall leave all the illegals hanging around the border,"solution fit} hnexxigaans nto ‘ine the wall leave alithe illegals hanging around, tite liorder",white,125.92874514418115
46,fb,45286,95.746674,"i would love to be excited about the women's soccer team's victory. but, this guy ruined it for me",would love to he excited about iti womell s sitka team s victory. but tes guy ruined ‘filg m,white,92.5608723278239
47,fb,59617,62.168613,time to play cowboys and muslims,time to ulay cowboys and muslim,white,169.08098159655037
